question_id,poll_id,pollster,start_date,end_date,Year,State abbreviation,sample_size,Democratic,Republican,Spread D-R
128166,68465,Quinnipiac University,2020-08-28,2020-09-01,2020,FL,1235,48.0,45.0,0.03
128167,68466,Quinnipiac University,2020-08-28,2020-09-01,2020,PA,1107,52.0,44.0,0.08
128182,68471,Morning Consult,2020-08-24,2020-09-02,2020,WI,810,52.0,42.0,0.1
128189,68473,Harper Polling,2020-05-26,2020-05-28,2020,MN,510,50.0,42.0,0.08
128191,68474,Trafalgar Group,2020-09-01,2020-09-03,2020,FL,1022,45.6,48.7,-0.031000000000000014
128198,68480,Data for Progress,2020-08-20,2020-08-25,2020,TX,2295,48.0,45.0,0.03
128200,68481,Public Policy Polling,2020-09-03,2020-09-04,2020,MN,877,52.0,44.0,0.08
128204,68483,Hodas & Associates,2020-08-11,2020-08-15,2020,MI,600,52.27,40.93,0.11340000000000003
128205,68484,Hodas & Associates,2020-08-26,2020-08-31,2020,PA,600,51.12,44.95,0.06169999999999995
128206,68485,Hodas & Associates,2020-08-17,2020-08-20,2020,WI,600,51.91,43.7,0.08209999999999994
128216,68488,Morning Consult,2020-08-25,2020-09-03,2020,WI,797,52.0,42.0,0.1
128220,68490,Morning Consult,2020-08-26,2020-09-04,2020,WI,775,51.0,44.0,0.07
128221,68491,Research & Polling Inc.,2020-08-26,2020-09-02,2020,NM,1123,54.0,39.0,0.15
128223,68492,University of Texas at Tyler,2020-08-28,2020-09-02,2020,TX,901,46.0,48.0,-0.02
128231,68495,YouGov,2020-09-02,2020-09-04,2020,WI,978,50.0,44.0,0.06
128232,68496,Morning Consult,2020-08-27,2020-09-05,2020,WI,763,50.0,44.0,0.06
128241,68499,Rasmussen Reports/Pulse Opinion Research,2020-09-01,2020-09-02,2020,WI,1000,53.09,44.72,0.08370000000000005
128245,68501,Spry Strategies,2020-08-29,2020-09-01,2020,CA,600,56.21,39.02,0.17189999999999997
128246,68502,Spry Strategies,2020-08-29,2020-09-01,2020,ID,600,34.48,59.66,-0.2518
128248,68503,Morning Consult,2020-08-28,2020-09-06,2020,WI,770,51.0,43.0,0.08
128253,68506,We Ask America,2020-09-01,2020-09-03,2020,MO,500,44.0,49.0,-0.05
128258,68508,Susquehanna Polling & Research Inc.,2020-08-26,2020-09-04,2020,PA,498,44.0,42.0,0.02
128260,68510,Rasmussen Reports/Pulse Opinion Research,2020-09-01,2020-09-02,2020,OH,1000,50.87,47.04,0.03829999999999998
128264,68511,Marist College,2020-08-31,2020-09-06,2020,FL,766,48.0,48.0,0.0
128265,68512,Emerson College,2020-09-04,2020-09-07,2020,NJ,500,57.89,39.63,0.18259999999999998
128272,68513,Public Policy Polling,2020-09-01,2020-09-02,2020,TX,743,47.0,48.0,-0.01
128280,68516,GQR Research (GQRR),2020-08-26,2020-09-03,2020,FL,800,51.0,46.0,0.05
128285,68520,Redfield & Wilton Strategies,2020-08-30,2020-09-04,2020,AZ,830,48.0,43.0,0.05
128286,68521,Redfield & Wilton Strategies,2020-08-30,2020-09-03,2020,FL,1093,47.0,44.0,0.03
128287,68522,Redfield & Wilton Strategies,2020-08-30,2020-09-03,2020,MI,967,51.0,40.0,0.11
128288,68523,Redfield & Wilton Strategies,2020-08-30,2020-09-03,2020,NC,951,43.0,44.0,-0.01
128289,68524,Redfield & Wilton Strategies,2020-08-30,2020-09-03,2020,PA,1053,48.0,43.0,0.05
128290,68525,Redfield & Wilton Strategies,2020-08-30,2020-09-04,2020,WI,670,50.0,41.0,0.09
128293,68527,Glengariff Group,2020-09-01,2020-09-03,2020,MI,600,47.0,42.3,0.04700000000000003
128298,68531,Morning Consult,2020-08-29,2020-09-07,2020,WI,791,51.0,43.0,0.08
128302,68532,Marist College,2020-08-31,2020-09-07,2020,PA,771,53.0,44.0,0.09
128308,68533,Change Research,2020-09-04,2020-09-06,2020,AZ,470,49.0,45.0,0.04
128309,68534,Change Research,2020-09-04,2020-09-06,2020,FL,1144,49.0,46.0,0.03
128310,68535,Change Research,2020-09-04,2020-09-06,2020,MI,876,49.0,43.0,0.06
128311,68536,Change Research,2020-09-04,2020-09-06,2020,NC,442,49.0,47.0,0.02
128312,68537,Change Research,2020-09-04,2020-09-06,2020,PA,829,50.0,46.0,0.04
128313,68538,Change Research,2020-09-04,2020-09-06,2020,WI,501,50.0,44.0,0.06
128319,68542,Morning Consult,2020-08-29,2020-09-07,2020,AZ,901,49.0,46.0,0.03
128320,68543,Morning Consult,2020-08-29,2020-09-07,2020,CO,657,49.0,43.0,0.06
128321,68544,Morning Consult,2020-08-29,2020-09-07,2020,FL,3914,50.0,45.0,0.05
128322,68545,Morning Consult,2020-08-29,2020-09-07,2020,GA,1486,46.0,48.0,-0.02
128323,68546,Morning Consult,2020-08-29,2020-09-07,2020,MI,1455,52.0,42.0,0.1
128324,68547,Morning Consult,2020-08-29,2020-09-07,2020,MN,649,49.0,44.0,0.05
128325,68548,Morning Consult,2020-08-29,2020-09-07,2020,NC,1592,48.0,47.0,0.01
128326,68549,Morning Consult,2020-08-29,2020-09-07,2020,OH,1963,45.0,50.0,-0.05
128327,68550,Morning Consult,2020-08-29,2020-09-07,2020,PA,2227,50.0,45.0,0.05
128328,68551,Morning Consult,2020-08-29,2020-09-07,2020,TX,2829,46.0,46.0,0.0
128354,68559,Marquette University Law School,2020-08-30,2020-09-03,2020,WI,688,48.0,44.0,0.04
128362,68562,St. Pete Polls,2020-09-07,2020-09-08,2020,FL,2689,49.6,47.1,0.025
128382,68565,SurveyUSA,2020-09-04,2020-09-07,2020,MN,553,48.8,40.1,0.08699999999999995
128391,68569,SoonerPoll.com,2020-09-02,2020-09-08,2020,OK,486,35.2,59.6,-0.244
128393,68570,Morning Consult,2020-08-30,2020-09-08,2020,WI,799,51.0,42.0,0.09
128400,68574,Benenson Strategy Group/GS Strategy Group,2020-08-30,2020-09-08,2020,FL,1600,48.0,46.0,0.02
128402,68576,Benenson Strategy Group/GS Strategy Group,2020-08-28,2020-09-08,2020,NC,1600,48.0,48.0,0.0
128404,68577,Fabrizio Ward/Hart Research Associates,2020-08-30,2020-09-05,2020,MT,800,43.0,50.0,-0.07
128405,68578,Fabrizio Ward/Hart Research Associates,2020-08-30,2020-09-05,2020,ME,800,54.0,40.0,0.14
128406,68579,Fabrizio Ward/Hart Research Associates,2020-08-30,2020-09-05,2020,CO,800,50.0,40.0,0.1
128407,68580,Benenson Strategy Group/GS Strategy Group,2020-08-28,2020-09-08,2020,WI,1200,50.0,45.0,0.05
128408,68581,Benenson Strategy Group/GS Strategy Group,2020-08-28,2020-09-08,2020,PA,1600,49.0,46.0,0.03
128409,68582,Benenson Strategy Group/GS Strategy Group,2020-08-28,2020-09-08,2020,MI,1600,50.0,43.0,0.07
128410,68583,Fabrizio Ward/Hart Research Associates,2020-08-30,2020-09-05,2020,GA,800,47.0,46.0,0.01
128411,68584,Benenson Strategy Group/GS Strategy Group,2020-08-28,2020-09-08,2020,AZ,1600,48.0,47.0,0.01
128412,68585,Fabrizio Ward/Hart Research Associates,2020-08-30,2020-09-05,2020,IA,800,45.0,47.0,-0.02
128421,68586,Rasmussen Reports/Pulse Opinion Research,2020-09-02,2020-09-03,2020,MI,1000,52.87,44.29,0.08579999999999999
129237,69392,TargetSmart/William & Mary,2020-09-03,2020-09-06,2020,PA,835,51.0,44.0,0.07
129249,69389,Change Research,2020-09-03,2020-09-07,2020,IN,1033,39.0,53.0,-0.14
129251,69403,Emerson College,2020-09-06,2020-09-08,2020,WI,823,51.43,44.78,0.06649999999999999
129252,69404,Morning Consult,2020-08-31,2020-09-09,2020,WI,816,50.0,42.0,0.08
129258,69408,Rasmussen Reports/Pulse Opinion Research,2020-09-07,2020-09-08,2020,NC,1000,47.94,48.72,-0.007800000000000012
129268,69411,DHM Research,2020-09-03,2020-09-08,2020,OR,502,51.0,39.0,0.12
129271,69414,Morning Consult,2020-09-01,2020-09-10,2020,WI,797,50.0,43.0,0.07
129275,69416,Siena College/The New York Times Upshot,2020-09-08,2020-09-10,2020,MN,814,50.0,41.0,0.09
129276,69417,Siena College/The New York Times Upshot,2020-09-08,2020-09-10,2020,NV,462,46.0,42.0,0.04
129277,69418,Siena College/The New York Times Upshot,2020-09-08,2020-09-11,2020,NH,445,45.0,42.0,0.03
129278,69419,Siena College/The New York Times Upshot,2020-09-08,2020-09-10,2020,WI,760,48.0,43.0,0.05
129280,69420,Gravis Marketing,2020-09-10,2020-09-11,2020,AZ,684,50.0,48.0,0.02
129303,69423,YouGov,2020-09-09,2020-09-11,2020,AZ,1106,47.0,44.0,0.03
129304,69424,YouGov,2020-09-09,2020-09-11,2020,MN,1087,50.0,41.0,0.09
129308,69426,Morning Consult,2020-09-02,2020-09-11,2020,WI,797,50.0,43.0,0.07
129309,69427,Morning Consult,2020-09-03,2020-09-12,2020,WI,769,50.0,43.0,0.07
129311,69429,OH Predictive Insights,2020-09-08,2020-09-10,2020,AZ,600,52.0,42.0,0.1
129319,69433,Global Strategy Group,2020-08-28,2020-09-01,2020,CO,800,50.0,39.0,0.11
129335,69442,Trafalgar Group,2020-09-09,2020-09-11,2020,NC,1046,46.1,47.8,-0.016999999999999956
129337,69444,SurveyUSA,2020-09-10,2020-09-13,2020,NC,596,47.0,47.0,0.0
129341,69445,Morning Consult,2020-09-04,2020-09-13,2020,WI,774,50.0,43.0,0.07
129343,69447,Morning Consult,2020-05-07,2020-05-16,2020,MN,600,55.0,38.0,0.17
129344,69448,Morning Consult,2020-05-27,2020-06-05,2020,MN,600,48.0,45.0,0.03
129345,69449,Morning Consult,2020-09-04,2020-09-13,2020,MN,643,48.0,44.0,0.04
129352,69453,Florida Atlantic University,2020-09-11,2020-09-12,2020,FL,631,49.81,49.95,-0.0014000000000000056
129368,69462,SSRS,2020-09-09,2020-09-13,2020,NC,787,49.0,46.0,0.03
129370,69463,SSRS,2020-09-09,2020-09-13,2020,WI,816,52.0,42.0,0.1
129375,69464,Monmouth University,2020-09-10,2020-09-13,2020,FL,428,50.0,45.0,0.05
129384,69467,Virginia Commonwealth University,2020-08-28,2020-09-07,2020,VA,693,53.0,39.0,0.14
129387,69469,Harris Insights & Analytics,2020-08-20,2020-08-30,2020,GA,1616,52.24,46.02,0.06219999999999999
129393,69471,Morning Consult,2020-09-05,2020-09-14,2020,WI,809,51.0,42.0,0.09
129399,69474,ABC News/The Washington Post,2020-09-08,2020-09-13,2020,MN,615,57.0,41.0,0.16
129401,69475,ABC News/The Washington Post,2020-09-08,2020-09-13,2020,WI,605,52.0,46.0,0.06
129440,69487,Quinnipiac University,2020-09-10,2020-09-14,2020,KY,1164,38.0,58.0,-0.2
129441,69488,Quinnipiac University,2020-09-10,2020-09-14,2020,ME,1183,59.0,38.0,0.21
129444,69491,Quinnipiac University,2020-09-10,2020-09-14,2020,SC,969,45.0,51.0,-0.06
