Poll ID,Observations,Poll start date,Poll end date,State,Democratic,Other,Republican,Undecided,Election date
morning-consult-campaign-for-sustainable-rx-pricing-23184,641,2015-11-10,2015-11-16,IA,41.0,0.0,40.0,19.0,2016-11-08
morning-consult-campaign-for-sustainable-rx-pricing-23185,530,2015-11-06,2015-11-16,NH,45.0,0.0,38.0,17.0,2016-11-08
morning-consult-campaign-for-sustainable-rx-pricing-23186,627,2015-11-10,2015-11-16,SC,41.0,0.0,44.0,15.0,2016-11-08
morning-consult-campaign-for-sustainable-rx-pricing-23187,628,2015-11-10,2015-11-16,NV,41.0,0.0,44.0,14.0,2016-11-08
mprc-25482,841,2016-08-17,2016-08-20,ME,45.0,14.0,34.5,14.0,2016-11-08
mprc-25578,835,2016-09-15,2016-09-17,ME,41.0,16.0,38.5,13.0,2016-11-08
mprc-26145,892,2016-10-07,2016-10-09,ME,46.5,12.0,38.0,9.5,2016-11-08
mprc-26350,890,2016-10-14,2016-10-15,ME,45.5,13.0,37.5,10.5,2016-11-08
mprc-26601,812,2016-10-24,2016-10-26,ME,44.5,13.0,38.5,11.0,2016-11-08
msu-billings-26444,590,2016-10-03,2016-10-10,MT,27.0,4.5,43.0,20.0,2016-11-08
mtsu-25977,472,2016-09-28,2016-10-02,TN,38.0,2.5,49.0,3.4,2016-11-08
muhlenberg-morning-call-25518,405,2016-09-12,2016-09-16,PA,43.5,20.3333333333,35.0,5.5,2016-11-08
muhlenberg-morning-call-25642,486,2016-09-19,2016-09-23,PA,42.0,14.0,39.5,5.0,2016-11-08
muhlenberg-morning-call-26539,420,2016-10-20,2016-10-26,PA,45.5,13.0,40.0,3.0,2016-11-08
muhlenberg-morning-call-26745,405,2016-10-30,2016-11-04,PA,46.0,11.0,41.0,4.0,2016-11-08
nbc-marist-22684,998,2015-08-26,2015-09-02,IA,43.0,0.0,48.0,9.0,2016-11-08
nbc-marist-22685,910,2015-08-26,2015-09-02,NH,46.0,0.0,45.0,8.0,2016-11-08
nbc-wsj-marist-22842,1044,2015-09-23,2015-09-30,NH,48.0,0.0,45.0,8.0,2016-11-08
nbc-wsj-marist-22843,1061,2015-09-23,2015-09-30,IA,41.0,0.0,48.0,11.0,2016-11-08
nbc-wsj-marist-23463,1470,2016-01-02,2016-01-07,IA,48.0,0.0,40.0,12.0,2016-11-08
nbc-wsj-marist-23464,957,2016-01-02,2016-01-07,NH,45.0,0.0,44.0,11.0,2016-11-08
nbc-wsj-marist-23993,2229,2016-03-01,2016-03-03,MI,52.0,0.0,36.0,13.0,2016-11-08
nbc-wsj-marist-24057,2422,2016-03-04,2016-03-10,FL,49.0,0.0,41.0,9.0,2016-11-08
nbc-wsj-marist-24058,1968,2016-03-04,2016-03-10,IL,57.0,0.0,32.0,11.0,2016-11-08
nbc-wsj-marist-24059,2052,2016-03-04,2016-03-10,OH,48.0,0.0,42.0,10.0,2016-11-08
nbc-wsj-marist-24249,1987,2016-04-06,2016-04-10,NY,61.0,0.0,32.0,7.0,2016-11-08
nbc-wsj-marist-24335,2606,2016-04-18,2016-04-20,PA,54.0,0.0,39.0,7.0,2016-11-08
nbc-wsj-marist-24413,2149,2016-04-26,2016-04-28,IN,41.0,0.0,48.0,11.0,2016-11-08
nbc-wsj-marist-24593,1833,2016-05-29,2016-05-31,CA,55.0,8.0,31.0,6.0,2016-11-08
nbc-wsj-marist-24876,848,2016-07-05,2016-07-10,OH,38.5,13.25,37.0,11.0,2016-11-08
nbc-wsj-marist-24877,822,2016-07-05,2016-07-10,IA,42.0,5.0,39.0,8.0,2016-11-08
nbc-wsj-marist-24878,829,2016-07-05,2016-07-10,PA,44.0,12.25,35.5,7.5,2016-11-08
nbc-wsj-marist-24892,871,2016-07-05,2016-07-11,FL,42.5,11.75,36.5,8.5,2016-11-08
nbc-wsj-marist-24893,907,2016-07-05,2016-07-11,NC,43.0,11.0,37.0,8.5,2016-11-08
nbc-wsj-marist-24894,876,2016-07-05,2016-07-11,VA,42.5,14.75,34.5,8.5,2016-11-08
nbc-wsj-marist-24895,794,2016-07-05,2016-07-11,CO,41.0,18.6,34.0,9.0,2016-11-08
nbc-wsj-marist-25104,899,2016-08-03,2016-08-07,IA,38.0,17.25,36.0,9.5,2016-11-08
nbc-wsj-marist-25105,889,2016-08-03,2016-08-07,OH,41.0,15.75,36.5,9.0,2016-11-08
nbc-wsj-marist-25106,834,2016-08-03,2016-08-07,PA,46.5,12.25,36.5,6.0,2016-11-08
nbc-wsj-marist-25148,862,2016-08-04,2016-08-10,FL,42.5,13.25,37.5,8.0,2016-11-08
nbc-wsj-marist-25149,921,2016-08-04,2016-08-10,NC,46.5,11.5,37.5,7.0,2016-11-08
nbc-wsj-marist-25150,899,2016-08-04,2016-08-10,CO,43.5,20.5,30.5,7.0,2016-11-08
nbc-wsj-marist-25151,897,2016-08-04,2016-08-10,VA,44.5,16.5,32.0,9.0,2016-11-08
nbc-wsj-marist-25442,737,2016-09-06,2016-09-08,NH,40.5,19.25,39.0,4.0,2016-11-08
nbc-wsj-marist-25443,627,2016-09-06,2016-09-08,NV,43.0,10.75,43.0,3.5,2016-11-08
nbc-wsj-marist-25444,625,2016-09-06,2016-09-08,GA,42.5,13.0,45.0,2.5,2016-11-08
nbc-wsj-marist-25445,649,2016-09-06,2016-09-08,AZ,39.5,16.0,41.0,5.0,2016-11-08
nbc-wsj-marist-25720,676,2016-09-21,2016-09-23,NY,54.5,4.4,32.0,2.5,2016-11-08
nbc-wsj-marist-26011,700,2016-10-03,2016-10-05,FL,45.5,7.75,43.0,3.5,2016-11-08
nbc-wsj-marist-26012,709,2016-10-03,2016-10-06,PA,50.0,9.0,38.0,3.0,2016-11-08
nbc-wsj-marist-26167,743,2016-10-10,2016-10-12,NC,46.5,11.6666666667,42.0,3.0,2016-11-08
nbc-wsj-marist-26168,724,2016-10-10,2016-10-12,OH,43.0,12.25,43.5,3.0,2016-11-08
nbc-wsj-marist-26485,768,2016-10-20,2016-10-24,NH,46.0,14.5,37.5,2.5,2016-11-08
nbc-wsj-marist-26487,707,2016-10-20,2016-10-24,NV,44.0,13.0,44.0,1.5,2016-11-08
nbc-wsj-marist-26544,779,2016-10-25,2016-10-26,FL,45.5,8.0,45.0,1.5,2016-11-08
nbc-wsj-marist-26545,780,2016-10-25,2016-10-26,NC,48.5,10.3333333333,42.5,2.0,2016-11-08
nbc-wsj-marist-26682,719,2016-10-30,2016-11-01,AZ,40.5,13.25,45.5,1.5,2016-11-08
nbc-wsj-marist-26683,707,2016-10-30,2016-11-01,GA,45.0,10.6666666667,46.0,1.0,2016-11-08
nbc-wsj-marist-26684,679,2016-10-30,2016-11-01,TX,40.5,9.0,49.0,1.5,2016-11-08
nbc4-marist-24262,2563,2016-04-05,2016-04-09,MD,63.0,0.0,27.0,10.0,2016-11-08
normington-petts-associates-d-duckworth-25095,800,2016-08-01,2016-08-04,IL,51.0,0.0,32.0,17.0,2016-11-08
nyt-upshot-siena-25524,867,2016-09-10,2016-09-14,FL,42.0,3.5,41.5,4.5,2016-11-08
nyt-upshot-siena-25611,782,2016-09-16,2016-09-19,NC,43.0,12.6666666667,42.0,5.33333333333,2016-11-08
nyt-upshot-siena-26410,792,2016-10-20,2016-10-23,NC,47.5,10.0,40.0,3.66666666667,2016-11-08
nyt-upshot-siena-26489,824,2016-10-23,2016-10-25,PA,47.5,7.66666666667,40.5,3.75,2016-11-08
nyt-upshot-siena-26543,814,2016-10-25,2016-10-27,FL,43.5,5.0,47.0,3.25,2016-11-08
nyt-upshot-siena-26780,800,2016-11-04,2016-11-06,NC,44.0,5.0,44.0,3.0,2016-11-08
oh-predictive-insights-r-24751,1060,2016-06-20,2016-06-20,AZ,47.0,6.0,42.0,6.0,2016-11-08
oh-predictive-insights-r-25280,728,2016-08-25,2016-08-27,AZ,40.0,8.0,39.0,13.0,2016-11-08
oh-predictive-insights-r-25986,718,2016-09-28,2016-09-30,AZ,42.0,6.0,42.0,9.0,2016-11-08
onmessage-r-let-s-get-to-work-24865,800,2016-06-26,2016-06-28,FL,45.0,0.0,47.0,8.0,2016-11-08
opinion-savvy-26149,533,2016-10-10,2016-10-11,FL,47.0,6.0,44.0,3.0,2016-11-08
opinion-savvy-26791,853,2016-11-05,2016-11-06,FL,48.0,4.0,46.0,1.0,2016-11-08
opinion-savvy-fox-13-25136,622,2016-08-10,2016-08-10,FL,45.0,7.0,44.0,3.0,2016-11-08
opinion-savvy-fox-13-fox-35-25814,619,2016-09-28,2016-09-29,FL,47.0,6.0,46.0,1.0,2016-11-08
opinion-savvy-fox-13-fox-35-26361,538,2016-10-20,2016-10-20,FL,49.0,5.0,45.0,2.0,2016-11-08
opinion-savvy-fox-13-fox-35-26664,603,2016-11-01,2016-11-02,FL,49.0,4.0,45.0,2.0,2016-11-08
opinion-savvy-fox-5-atlanta-24503,587,2016-05-15,2016-05-15,GA,41.0,10.0,44.0,5.0,2016-11-08
opinion-savvy-fox-5-atlanta-25210,730,2016-08-17,2016-08-17,GA,43.0,11.0,43.0,3.0,2016-11-08
opinion-savvy-fox-5-atlanta-25507,568,2016-09-14,2016-09-14,GA,42.0,10.0,46.0,2.0,2016-11-08
opinion-savvy-fox-5-atlanta-26362,570,2016-10-20,2016-10-20,GA,46.0,3.0,50.0,1.0,2016-11-08
opinion-savvy-fox-5-atlanta-26710,538,2016-11-02,2016-11-03,GA,45.0,6.0,49.0,1.0,2016-11-08
orion-22627,406,2015-08-24,2015-08-25,WV,30.0,0.0,53.0,17.0,2016-11-08
pos-r-hpi-wthr-24601,500,2016-04-18,2016-04-21,IN,39.0,0.0,47.0,14.0,2016-11-08
ppic-24558,996,2016-05-13,2016-05-22,CA,49.0,7.0,39.0,4.0,2016-11-08
ppic-24984,1056,2016-07-10,2016-07-19,CA,46.0,5.0,30.0,4.5,2016-11-08
ppic-25632,1045,2016-09-09,2016-09-18,CA,47.0,5.66666666667,31.0,3.0,2016-11-08
ppic-26498,1012,2016-10-14,2016-10-23,CA,54.0,4.0,28.0,2.5,2016-11-08
ppp-d-22299,1108,2015-06-18,2015-06-21,KY,45.0,0.0,42.0,13.0,2016-11-08
ppp-d-22328,1072,2015-06-25,2015-06-28,MI,49.0,0.0,39.0,12.0,2016-11-08
ppp-d-22353,529,2015-07-02,2015-07-06,NC,47.0,0.0,44.0,9.0,2016-11-08
ppp-d-22389,1170,2015-07-13,2015-07-15,VA,49.0,0.0,39.0,12.0,2016-11-08
ppp-d-22471,931,2015-07-20,2015-07-21,IL,51.0,0.0,33.0,16.0,2016-11-08
ppp-d-22481,1015,2015-07-30,2015-08-02,MN,44.0,0.0,39.0,17.0,2016-11-08
ppp-d-22539,1500,2015-08-07,2015-08-09,IA,43.0,0.0,40.0,17.0,2016-11-08
ppp-d-22555,859,2015-08-07,2015-08-09,MO,39.0,0.0,48.0,13.0,2016-11-08
ppp-d-22577,957,2015-08-12,2015-08-16,NC,42.0,0.0,45.0,14.0,2016-11-08
ppp-d-22612,841,2015-08-21,2015-08-24,NH,46.0,0.0,44.0,10.0,2016-11-08
ppp-d-22737,814,2015-09-11,2015-09-13,FL,42.0,0.0,48.0,9.0,2016-11-08
ppp-d-22812,1268,2015-09-24,2015-09-27,NC,42.0,0.0,47.0,12.0,2016-11-08
ppp-d-22927,1012,2015-10-08,2015-10-11,PA,43.0,0.0,45.0,13.0,2016-11-08
ppp-d-22959,880,2015-10-16,2015-10-18,NH,47.0,0.0,41.0,12.0,2016-11-08
ppp-d-23002,893,2015-10-23,2015-10-25,NC,42.0,0.0,48.0,10.0,2016-11-08
ppp-d-23072,1668,2015-10-30,2015-11-01,IA,44.0,0.0,44.0,12.0,2016-11-08
ppp-d-23160,1290,2015-11-07,2015-11-08,SC,42.0,0.0,47.0,11.0,2016-11-08
ppp-d-23268,990,2015-11-30,2015-12-02,NH,47.0,0.0,41.0,12.0,2016-11-08
ppp-d-23277,1214,2015-12-05,2015-12-07,NC,43.0,0.0,47.0,10.0,2016-11-08
ppp-d-23364,1426,2015-12-10,2015-12-13,IA,45.0,0.0,43.0,13.0,2016-11-08
ppp-d-23453,1036,2016-01-04,2016-01-06,NH,50.0,0.0,36.0,14.0,2016-11-08
ppp-d-23535,948,2016-01-18,2016-01-19,NC,43.0,0.0,45.0,12.0,2016-11-08
ppp-d-23843,1291,2016-02-14,2016-02-16,NC,43.0,0.0,44.0,13.0,2016-11-08
ppp-d-23886,1012,2016-02-24,2016-02-25,FL,44.0,0.0,46.0,10.0,2016-11-08
ppp-d-24043,1248,2016-03-04,2016-03-06,OH,45.0,0.0,40.0,15.0,2016-11-08
ppp-d-24132,843,2016-03-18,2016-03-20,NC,44.0,0.0,42.0,14.0,2016-11-08
ppp-d-24259,1403,2016-04-07,2016-04-10,NY,55.0,0.0,35.0,10.0,2016-11-08
ppp-d-24314,879,2016-04-15,2016-04-17,MD,61.0,0.0,28.0,11.0,2016-11-08
ppp-d-24386,960,2016-04-22,2016-04-24,NC,44.0,0.0,44.0,12.0,2016-11-08
ppp-d-24417,799,2016-04-26,2016-04-27,OH,45.0,0.0,42.0,14.0,2016-11-08
ppp-d-24437,1201,2016-04-29,2016-05-01,WV,30.0,0.0,57.0,13.0,2016-11-08
ppp-d-24504,896,2016-05-13,2016-05-15,AZ,39.5,8.0,42.5,13.5,2016-11-08
ppp-d-24552,928,2016-05-20,2016-05-22,NC,42.0,2.5,45.0,10.0,2016-11-08
ppp-d-24590,724,2016-05-27,2016-05-30,GA,39.0,8.0,47.0,10.0,2016-11-08
ppp-d-24635,737,2016-06-02,2016-06-05,FL,42.0,6.0,43.0,12.0,2016-11-08
ppp-d-24641,1106,2016-06-03,2016-06-05,PA,41.0,9.0,40.0,11.0,2016-11-08
ppp-d-24689,1032,2016-06-13,2016-06-15,VA,45.0,8.0,42.0,8.5,2016-11-08
ppp-d-24758,947,2016-06-20,2016-06-21,NC,44.5,3.0,45.5,6.0,2016-11-08
ppp-d-24901,959,2016-07-11,2016-07-12,MO,38.0,4.0,48.0,10.0,2016-11-08
ppp-d-24961,1334,2016-07-22,2016-07-24,OH,42.0,8.0,43.5,10.0,2016-11-08
ppp-d-25034,1505,2016-07-29,2016-07-31,PA,47.0,6.0,43.5,6.5,2016-11-08
ppp-d-25097,830,2016-08-05,2016-08-07,NC,45.0,9.0,43.5,7.5,2016-11-08
ppp-d-25127,1290,2016-08-09,2016-08-10,SC,39.0,3.5,41.0,13.0,2016-11-08
ppp-d-25184,944,2016-08-12,2016-08-14,TX,41.0,7.0,47.0,8.0,2016-11-08
ppp-d-25239,1018,2016-08-19,2016-08-21,UT,28.5,22.5,46.0,14.0,2016-11-08
ppp-d-25412,744,2016-09-04,2016-09-06,FL,45.0,6.0,45.0,6.5,2016-11-08
ppp-d-25470,878,2016-09-09,2016-09-11,VA,47.5,7.5,40.5,8.0,2016-11-08
ppp-d-25591,1024,2016-09-18,2016-09-20,NC,45.0,6.0,46.0,6.5,2016-11-08
ppp-d-25989,782,2016-10-05,2016-10-06,OH,46.0,7.0,45.0,5.0,2016-11-08
ppp-d-26182,985,2016-10-12,2016-10-13,FL,47.5,6.0,43.0,6.5,2016-11-08
ppp-d-26393,875,2016-10-21,2016-10-22,NC,48.0,4.0,45.0,5.0,2016-11-08
ppp-d-26721,704,2016-11-03,2016-11-04,CO,49.0,5.5,44.0,4.0,2016-11-08
ppp-d-26722,957,2016-11-03,2016-11-04,MI,48.0,8.0,42.5,6.0,2016-11-08
ppp-d-26723,1238,2016-11-03,2016-11-04,VA,49.5,5.0,44.0,4.0,2016-11-08
ppp-d-americans-united-for-change-constitutional-responsibility-project-24785,691,2016-06-22,2016-06-23,AZ,40.0,0.0,44.0,16.0,2016-11-08
ppp-d-americans-united-for-change-constitutional-responsibility-project-24786,897,2016-06-22,2016-06-23,IA,41.0,0.0,39.0,20.0,2016-11-08
ppp-d-americans-united-for-change-constitutional-responsibility-project-24787,578,2016-06-22,2016-06-23,NH,43.0,0.0,39.0,18.0,2016-11-08
ppp-d-americans-united-for-change-constitutional-responsibility-project-24788,708,2016-06-22,2016-06-23,OH,44.0,0.0,40.0,16.0,2016-11-08
ppp-d-americans-united-for-change-constitutional-responsibility-project-24789,980,2016-06-22,2016-06-23,PA,46.0,0.0,42.0,11.0,2016-11-08
ppp-d-americans-united-for-change-constitutional-responsibility-project-24790,843,2016-06-22,2016-06-23,WI,47.0,0.0,39.0,14.0,2016-11-08
ppp-d-center-for-american-progress-action-fund-26700,891,2016-10-31,2016-11-01,WI,48.0,0.0,41.0,10.0,2016-11-08
ppp-d-center-for-american-progress-action-fund-26701,1050,2016-10-31,2016-11-01,PA,48.0,0.0,44.0,8.0,2016-11-08
ppp-d-center-for-american-progress-action-fund-26702,1169,2016-10-31,2016-11-01,NC,49.0,0.0,47.0,4.0,2016-11-08
ppp-d-center-for-american-progress-action-fund-26703,688,2016-10-31,2016-11-01,NV,48.0,0.0,45.0,7.0,2016-11-08
ppp-d-center-for-american-progress-action-fund-26704,781,2016-10-31,2016-11-01,NH,48.0,0.0,43.0,9.0,2016-11-08
ppp-d-center-for-american-progress-action-fund-26724,1083,2016-10-31,2016-11-01,MO,41.0,0.0,52.0,7.0,2016-11-08
ppp-d-constitutional-responsibility-project-24688,630,2016-06-09,2016-06-13,IA,44.0,0.0,41.0,15.0,2016-11-08
ppp-d-constitutional-responsibility-project-25413,585,2016-08-30,2016-08-31,NH,46.0,0.0,41.0,13.0,2016-11-08
ppp-d-constitutional-responsibility-project-25414,814,2016-08-30,2016-08-31,PA,47.0,0.0,42.0,11.0,2016-11-08
ppp-d-constitutional-responsibility-project-25415,827,2016-08-30,2016-08-31,IA,45.0,0.0,43.0,12.0,2016-11-08
ppp-d-cortez-masto-26151,986,2016-10-10,2016-10-11,NV,47.0,0.0,43.0,10.0,2016-11-08
ppp-d-end-citizens-united-26282,804,2016-10-18,2016-10-19,WI,50.0,0.0,38.0,12.0,2016-11-08
ppp-d-nelp-25312,1054,2016-08-26,2016-08-27,WI,48.0,0.0,41.0,12.0,2016-11-08
ppp-d-nelp-25313,1194,2016-08-26,2016-08-27,PA,48.0,0.0,43.0,9.0,2016-11-08
ppp-d-nelp-25314,837,2016-08-26,2016-08-28,AZ,43.0,0.0,46.0,11.0,2016-11-08
ppp-d-nelp-25315,1134,2016-08-26,2016-08-27,OH,46.0,0.0,42.0,12.0,2016-11-08
ppp-d-nelp-25316,1055,2016-08-26,2016-08-27,MO,41.0,0.0,47.0,11.0,2016-11-08
ppp-d-nelp-25317,977,2016-08-26,2016-08-28,NH,46.0,0.0,40.0,14.0,2016-11-08
ppp-d-nelp-25318,1177,2016-08-26,2016-08-27,NC,45.0,0.0,44.0,12.0,2016-11-08
ppp-d-nm-political-report-24939,802,2016-05-13,2016-05-15,NM,41.0,14.0,33.0,12.0,2016-11-08
ppp-d-nm-political-report-25266,1103,2016-08-19,2016-08-21,NM,40.0,20.0,31.0,9.0,2016-11-08
ppp-d-northwest-progressive-institute-24698,679,2016-06-14,2016-06-15,WA,49.0,0.0,37.0,13.0,2016-11-08
ppp-d-pna-25465,815,2016-09-06,2016-09-07,NV,45.0,0.0,42.0,13.0,2016-11-08
ppp-d-protect-missouri-families-25196,947,2016-08-08,2016-08-09,MO,42.0,0.0,45.0,13.0,2016-11-08
ppp-d-vote-vets-action-fund-25795,694,2016-09-27,2016-09-28,CO,48.5,8.0,42.0,5.5,2016-11-08
ppp-d-vote-vets-action-fund-25796,826,2016-09-27,2016-09-28,FL,46.5,4.0,44.0,7.5,2016-11-08
ppp-d-vote-vets-action-fund-25797,861,2016-09-27,2016-09-28,NC,46.5,7.0,43.5,7.0,2016-11-08
ppp-d-vote-vets-action-fund-25798,886,2016-09-27,2016-09-28,PA,47.0,8.0,41.5,7.0,2016-11-08
ppp-d-vote-vets-action-fund-25799,811,2016-09-27,2016-09-28,VA,47.5,8.0,41.5,6.0,2016-11-08
public-opinion-strategies-r-federation-for-children-24567,600,2016-05-10,2016-05-12,WI,43.0,0.0,31.0,0.0,2016-11-08
pulse-crosswind-26524,800,2016-10-22,2016-10-24,TX,38.0,7.0,45.0,10.0,2016-11-08
quinnipiac-22582,1093,2015-08-07,2015-08-18,FL,41.0,3.0,43.0,6.5,2016-11-08
quinnipiac-22583,1096,2015-08-07,2015-08-18,OH,43.0,4.0,38.0,8.0,2016-11-08
quinnipiac-22584,1085,2015-08-07,2015-08-18,PA,45.0,4.0,40.0,6.0,2016-11-08
quinnipiac-22860,1173,2015-09-25,2015-10-05,FL,46.0,3.0,41.0,5.0,2016-11-08
quinnipiac-22861,1180,2015-09-25,2015-10-05,OH,43.0,3.0,42.0,6.0,2016-11-08
quinnipiac-22862,1049,2015-09-25,2015-10-05,PA,44.0,3.0,42.0,5.0,2016-11-08
quinnipiac-22907,1735,2015-10-07,2015-10-11,CT,47.0,2.0,40.0,5.5,2016-11-08
quinnipiac-23168,1262,2015-11-11,2015-11-15,CO,37.0,4.0,48.0,5.5,2016-11-08
quinnipiac-23851,1539,2016-02-16,2016-02-20,OH,42.0,2.0,44.0,6.0,2016-11-08
quinnipiac-24174,1667,2016-03-22,2016-03-29,NY,53.0,2.0,33.0,5.5,2016-11-08
quinnipiac-24216,1737,2016-03-30,2016-04-04,PA,45.0,3.0,42.0,5.0,2016-11-08
quinnipiac-24463,1051,2016-04-27,2016-05-08,FL,43.0,2.0,42.0,6.5,2016-11-08
quinnipiac-24464,1042,2016-04-27,2016-05-08,OH,39.0,3.0,43.0,7.0,2016-11-08
quinnipiac-24465,1077,2016-04-27,2016-05-08,PA,43.0,2.0,42.0,6.0,2016-11-08
quinnipiac-24515,1989,2016-05-10,2016-05-16,NJ,45.0,3.0,38.0,6.5,2016-11-08
quinnipiac-24627,1030,2016-06-01,2016-06-05,CT,45.0,3.0,38.0,7.0,2016-11-08
quinnipiac-24720,975,2016-06-08,2016-06-19,FL,44.5,9.33333333333,37.5,5.5,2016-11-08
quinnipiac-24721,971,2016-06-08,2016-06-19,OH,39.0,11.6666666667,38.0,6.75,2016-11-08
quinnipiac-24722,950,2016-06-08,2016-06-19,PA,40.5,11.6666666667,38.5,6.25,2016-11-08
quinnipiac-24869,1015,2016-06-30,2016-07-11,FL,37.5,11.0,41.5,6.0,2016-11-08
quinnipiac-24870,955,2016-06-30,2016-07-11,OH,38.5,10.6666666667,39.0,6.75,2016-11-08
quinnipiac-24871,982,2016-06-30,2016-07-11,PA,37.5,12.3333333333,41.5,6.0,2016-11-08
quinnipiac-24930,1104,2016-07-13,2016-07-17,NY,46.0,3.5,34.0,6.5,2016-11-08
quinnipiac-25101,1056,2016-07-30,2016-08-07,FL,44.5,9.0,44.0,4.0,2016-11-08
quinnipiac-25102,812,2016-07-30,2016-08-07,OH,46.5,10.0,43.5,3.5,2016-11-08
quinnipiac-25103,815,2016-07-30,2016-08-07,PA,50.0,8.33333333333,40.5,4.0,2016-11-08
quinnipiac-25198,846,2016-08-09,2016-08-16,IA,44.0,14.6666666667,41.5,5.0,2016-11-08
quinnipiac-25199,830,2016-08-09,2016-08-16,CO,45.0,19.6666666667,36.0,6.0,2016-11-08
quinnipiac-25200,808,2016-08-09,2016-08-16,VA,47.5,14.6666666667,36.0,6.5,2016-11-08
quinnipiac-25427,775,2016-08-29,2016-09-07,OH,41.0,16.3333333333,43.5,5.5,2016-11-08
quinnipiac-25428,761,2016-08-29,2016-09-07,FL,45.0,9.33333333333,45.0,4.0,2016-11-08
quinnipiac-25429,778,2016-08-29,2016-09-07,PA,46.0,11.3333333333,41.0,4.5,2016-11-08
quinnipiac-25430,751,2016-08-29,2016-09-07,NC,44.5,16.0,40.5,6.5,2016-11-08
quinnipiac-25621,638,2016-09-13,2016-09-21,GA,42.0,9.5,48.5,4.5,2016-11-08
quinnipiac-25622,644,2016-09-13,2016-09-21,CO,45.5,11.3333333333,44.5,3.0,2016-11-08
quinnipiac-25623,612,2016-09-13,2016-09-21,IA,40.5,11.0,47.0,5.5,2016-11-08
quinnipiac-25624,659,2016-09-13,2016-09-21,VA,47.5,8.33333333333,41.0,6.5,2016-11-08
quinnipiac-25842,545,2016-09-27,2016-10-02,FL,47.5,6.0,42.5,5.5,2016-11-08
quinnipiac-25843,497,2016-09-27,2016-10-02,OH,44.0,6.66666666667,48.0,4.0,2016-11-08
quinnipiac-25844,507,2016-09-27,2016-10-02,NC,47.5,7.5,44.5,3.5,2016-11-08
quinnipiac-25845,535,2016-09-27,2016-10-02,PA,46.5,6.33333333333,42.0,7.0,2016-11-08
quinnipiac-26214,685,2016-10-10,2016-10-16,CO,48.0,12.0,38.5,6.5,2016-11-08
quinnipiac-26215,660,2016-10-10,2016-10-16,FL,48.5,5.0,44.5,4.5,2016-11-08
quinnipiac-26216,624,2016-10-10,2016-10-16,OH,46.0,7.0,46.5,3.0,2016-11-08
quinnipiac-26217,660,2016-10-10,2016-10-16,PA,49.0,7.0,43.0,4.0,2016-11-08
quinnipiac-26508,702,2016-10-20,2016-10-26,NC,48.5,6.0,43.5,4.0,2016-11-08
quinnipiac-26509,707,2016-10-20,2016-10-26,GA,44.5,8.5,45.0,6.0,2016-11-08
quinnipiac-26510,749,2016-10-20,2016-10-26,VA,51.5,5.66666666667,39.0,5.0,2016-11-08
quinnipiac-26511,791,2016-10-20,2016-10-26,IA,45.0,5.0,45.5,6.0,2016-11-08
quinnipiac-26628,626,2016-10-27,2016-11-01,FL,46.5,4.0,45.0,4.0,2016-11-08
quinnipiac-26629,589,2016-10-27,2016-11-01,OH,42.5,6.66666666667,46.5,6.0,2016-11-08
quinnipiac-26630,612,2016-10-27,2016-11-01,PA,49.0,4.33333333333,43.5,3.0,2016-11-08
quinnipiac-26632,602,2016-10-27,2016-11-01,NC,47.5,4.5,45.0,4.5,2016-11-08
quinnipiac-26776,884,2016-11-03,2016-11-06,FL,46.0,3.66666666667,45.5,5.0,2016-11-08
quinnipiac-26777,870,2016-11-03,2016-11-06,NC,47.5,5.5,45.0,4.0,2016-11-08
r-l-repass-partners-metronews-25325,435,2016-08-09,2016-08-28,WV,31.0,7.0,49.0,6.0,2016-11-08
raba-research-24973,599,2016-06-22,2016-06-28,OH,41.0,9.0,38.0,11.0,2016-11-08
raba-research-25027,655,2016-07-26,2016-07-27,VA,42.0,7.0,46.0,5.0,2016-11-08
raba-research-simpson-25451,1054,2016-09-06,2016-09-08,IA,40.5,13.0,41.5,11.5,2016-11-08
raba-research-simpson-26692,1076,2016-11-01,2016-11-02,IA,42.5,7.0,45.0,8.0,2016-11-08
rasmussen-heat-street-26207,750,2016-10-14,2016-10-16,UT,28.0,35.5,30.0,4.0,2016-11-08
rasmussen-heat-street-26446,750,2016-10-23,2016-10-24,UT,28.0,35.0,32.0,4.0,2016-11-08
rasmussen-heat-street-26516,750,2016-10-23,2016-10-24,ID,29.0,18.0,48.0,8.0,2016-11-08
rasmussen-heat-street-26681,750,2016-10-29,2016-10-31,UT,31.0,26.0,42.0,2.0,2016-11-08
rasmussen-ktnv-24968,750,2016-07-22,2016-07-24,NV,38.0,12.0,43.0,7.0,2016-11-08
rasmussen-ktnv-25035,750,2016-07-29,2016-07-31,NV,41.0,14.0,40.0,5.0,2016-11-08
rasmussen-ktnv-25536,800,2016-09-16,2016-09-18,NV,39.0,14.0,42.0,4.0,2016-11-08
rasmussen-ktnv-26418,826,2016-10-20,2016-10-22,NV,46.0,7.0,42.0,4.0,2016-11-08
remington-research-group-r-axiom-strategies-26419,1581,2016-10-20,2016-10-22,CO,45.0,7.0,43.0,4.0,2016-11-08
remington-research-group-r-axiom-strategies-26420,1646,2016-10-20,2016-10-22,FL,46.0,4.0,46.0,5.0,2016-11-08
remington-research-group-r-axiom-strategies-26421,1764,2016-10-20,2016-10-22,NC,44.0,4.0,47.0,5.0,2016-11-08
